Bandgap/eV
1.5178659
1.52649713
1.52300119
1.54239798
1.50013709
1.52916694
1.50237393
1.54224277
1.52520514
1.51907301
1.53995991
1.52644396
1.521034
1.50960422
1.53822827
1.53337932
1.54329705
1.51675892
1.50305986
1.53379202
1.52088618
1.52953601
1.50145102
1.53316689
1.54282212
1.49755931
1.52250075
1.53200412
1.50986695
1.50645614
1.52323294
1.52090597
1.53237295
1.51192975
1.51347589
1.49095511
1.53566694
1.53254485
1.51427412
1.52194285
1.5305841
1.52085114
1.46266413
1.49837685
1.50554466
1.51150918
1.53278971
1.52788711
1.46630597
1.49615908
1.52364397
1.50598311
1.53296685
1.4933722
1.53888798
1.53256273
1.51365924
1.53277779
1.4879868
1.51715088
1.51493478
1.46748567
1.53446507
1.52066803
1.50710893
1.5121491
1.5374589
1.48503017
1.54305005
1.53854203
1.51891994
1.51681685
1.5043993
1.44756317
1.52596092
1.5196209
1.52087784
1.48921227
1.52937198
1.52802086
1.52974772
1.47990608
1.49744391
1.49852586
1.49340701
1.48971415
1.54144216
1.52199507
1.53457403
1.54137802
1.51082802
1.48335028
1.5317111
1.53516984
1.52533674
1.52268815
1.53594089
1.48611498
1.52855396
1.5149982
1.52645493
1.5212152
1.52182317
1.48624182
1.48636985
1.517488
1.49333692
1.48975801
1.51257467
1.52166271
1.51654911
1.51962399
1.52552295
1.52070284
1.53924799
1.53685713
1.51213217
1.50222111
1.5102632
1.53578997
1.50236416
1.51788902
1.51174188
1.53515005
1.44152188
1.5050168
1.51271105
1.52097821
1.52567101
1.53371096
1.49745297
1.50106502
1.52547288
1.51410484
1.53375316
1.49146295
1.51040101
1.51406312
1.53385687
1.47267604
1.50533891
1.50865984
1.49874091
1.45677304
1.53121781
1.50720882
1.487463
1.50970101
1.51798701
1.54985809
1.51726508
1.51991892
1.52876592
1.53522801
1.49004912
1.52773571
1.49333715
1.51647305
1.47937369
1.520293
1.49816489
1.51834679
1.51518106
1.52288175
1.50981092
1.49749088
1.53214717
1.54659295
1.4630959
1.51788116
1.50670981
1.4980979
1.51241994
1.53220916
1.49794698
1.5265317
1.52915716
1.50549197
1.53949285
1.53127718
1.47795916
1.51745296
1.51423812
1.48165989
1.49424291
1.52911687
1.50721025
1.4672873
1.49665284
1.52544594
1.48459911
1.48874831
1.52177215
1.47035813
1.47875786
1.50872421
1.53854823
1.52010989
1.50879169
1.53511405
1.50650001
1.5054462
1.50976086
1.49518991
1.51146603
1.49279213
1.48785114
1.51740527
1.49308801
1.52123594
1.48921418
1.48999
1.49113727
1.52789617
1.507972
1.51529813
1.48046184
1.50348115
1.49205899
1.50121498
1.48497891
1.49596
1.5306921
1.50341487
1.48402214
1.48882604
1.39312816
1.4853878
1.53120279
1.49669623
1.50008082
1.47366023
1.5159061
1.50107574
1.50977612
1.39635181
1.52147818
1.47186399
1.50957727
1.4952302
1.51066303
1.5162499
1.45097375
1.51589203
1.48915887
1.51859117
1.43829489
1.5275929
1.50890303
1.50272322
1.52577782
1.486449
1.50188208
1.50669384
1.50029588
1.48287821
1.5159831
1.50768518
1.51285315
1.47945285
1.47945285
1.49968505
1.50992918
1.4511919
1.49126673
1.49693179
1.53116107
1.50662303
1.49058795
1.47991109
1.51720572
1.52124691
1.46648121
1.49063993
1.50302696
1.51325893
1.53855586
1.50921607
1.52133203
1.50339293
1.50205326
1.49961519
1.50338316
1.50848293
1.529809
1.47716117
1.49833369
1.51700282
1.50040221
1.52431273
1.50714469
1.47207212
1.47453094
1.4643302
1.48514509
1.47695708
1.50836897
1.46879101
1.4828763
1.46202612
1.53501987
1.46875978
1.46751571
1.49061298
1.49484015
1.43763566
1.45841718
1.49066091
1.43931794
1.44126391
1.47339392
1.5322082
1.45597005
1.48729515
1.47891617
1.44573212
1.47025013
1.48176718
1.50764084
1.50015283
1.48220682
1.49631667
1.54695225
1.47388721
1.47964478
1.48324394
1.44130611
1.48702407
1.48050308
1.49924183
1.46382713
1.49236822
1.48719597
1.54707503
1.5150578
1.47822714
1.47419214
1.48711872
1.47125411
1.43576097
1.50292206
1.44777322
1.45138478
1.47720671
1.44989586
1.53138804
1.5043602
1.49476981
1.47595191
1.4987011
1.45095682
1.47842622
1.46518493
1.46238089
1.44236517
1.49910212
1.54723382
1.45808411
1.49054384
1.43776989
1.49013686
1.50748396
1.48756981
1.47138715
1.43096519
1.4800849
1.46623325
1.4774518
1.50837421
1.48789597
1.44608283
1.47521424
1.42246509
1.49977899
1.5090673
1.47224283
1.46723223
1.50710607
1.49562097
1.5089612
1.48246813
1.51716495
1.43671322
1.48552728
1.44637418
1.47741008
1.43525791
1.39955926
1.47210813
1.52033591
1.4998939
1.46938396
1.47228217
1.50693989
1.49503303
1.49473882
1.47348189
1.49303126
1.45536089
1.47186303
1.44337988
1.48785877
1.49254704
1.49074793
1.44518685
1.46300077
1.49512196
1.48948622
1.50480986
1.4481492
1.49031115
1.54626799
1.47349596
1.47067618
1.46938801
1.45487499
1.39305401
1.45754099
1.47599626
1.44955111
1.47488499
1.443223
1.51707983
1.47508502
1.49192786
1.44899297
1.41164231
1.48384881
1.44598508
1.41772699
1.48463702
1.47176313
1.46406603
1.51778889
1.44039989
1.47552323
1.49705124
1.48758388
1.49272609
1.45610094
1.48532009
1.50429893
1.44962597
1.4534111
1.51539421
1.52418709
1.51125193
1.41907692
1.40180278
1.41635919
1.408916
1.41634893
1.36196995
1.38239717
1.41622519
1.35592914
1.46331787
1.40051389
1.3639338
1.37821507
1.38846111
1.42634296
1.43291998
1.39817882
1.35443783
1.39684701
1.39129615
1.53945017
1.41573429
1.37676382
1.42162704
1.40009284
1.3972621
1.39359879
1.34415913
1.35398006
1.40232611
1.375669
1.53261876
1.43880391
1.41089725
1.45801187
1.36729002
1.31493306
1.43830991
1.37558818
1.40114403
1.41199613
1.41751814
1.48115301
1.39030313
1.37446618
1.41796803
1.40963292
1.38462996
1.36822271
1.38536787
1.36251616
1.40545893
1.38198018
1.51609802
1.41781187
1.38364387
1.36931396
1.37459207
1.39706588
1.32112098
1.40983391
1.3847599
1.41101313
1.32771873
1.52698922
1.42853785
1.41717505
1.34443974
1.43515015
1.37459207
1.38043594
1.39374328
1.41751003
1.40497899
1.38982105
1.53552675
1.42281985
1.38944793
1.42530203
1.39920592
1.39899087
1.38644385
1.43407369
1.41324925
1.38235784
1.36958194
1.52482796
1.4053812
1.31247902
1.36131167
1.40172219
1.373734
1.38400412
1.41653919
1.40706086
1.42262912
1.4201417
1.52470398
1.37230873
1.38273597
1.40282106
1.37834716
1.3613472
1.38115096
1.37385297
1.43963289
1.41533017
1.41163301
1.53738785
1.52361822
1.39065599
1.42574501
1.42840385
1.41103482
1.36760426
1.36804104
1.39254427
1.3535068
1.43230009
1.41947293
1.52859211
1.39970589
1.42395496
1.374259
1.37017632
1.41459584
1.40189505
1.32743621
1.34568572
1.35063815
1.42782426
1.5404501
1.38575983
1.40437317
1.39632726
1.41916966
1.38092613
1.378263
1.35881996
1.36862779
1.35348582
1.40901804
1.50951886
1.39982581
1.41761088
1.38803697
1.36275578
1.36157703
1.28856206
1.33344507
1.39880705
1.38087606
1.53193688
1.47899175
1.51229882
1.47664094
1.53452992
1.52707672
1.48568678
1.52118587
1.51498675
1.53116632
1.51008296
1.49089909
1.53189111
1.51466608
1.50973201
1.51173496
1.53983879
1.46937919
1.53421974
1.53085709
1.49657297
1.51764512
